onset	duration	trial	event	delay	response	uncertainty
53.31821842864156	10.511821624700257	1	baseline	0.05	n/a	n/a
63.840883292257786	20.0	1	heartbeat	0.05	delayed	n/a
90.35180496424437	10.261612134249317	2	baseline	0.0	n/a	n/a
100.62389632686973	20.0	2	heartbeat	0.0	synchronous	n/a
124.33546763658524	10.085649167143625	3	baseline	0.05	n/a	n/a
134.43136777356267	20.0	3	heartbeat	0.05	synchronous	n/a
156.60251518711448	10.943056105572367	4	baseline	0.05	n/a	n/a
167.5568274501711	20.0	4	heartbeat	0.05	synchronous	n/a
188.65271591581404	10.80500292374538	5	baseline	0.0	n/a	n/a
199.46891802176833	20.0	5	heartbeat	0.0	synchronous	n/a
220.5864164698869	10.538164351471943	6	baseline	0.05	n/a	n/a
231.13532015681267	20.0	6	heartbeat	0.05	delayed	n/a
252.3199884146452	10.625095466604668	7	baseline	0.0	n/a	n/a
262.9552833791822	20.0	7	heartbeat	0.0	synchronous	n/a
284.1201946679503	10.326972276605561	8	baseline	0.0	n/a	n/a
294.45782044902444	20.0	8	heartbeat	0.0	delayed	n/a
316.8537685498595	10.870249203970085	9	baseline	0.0	n/a	n/a
327.7351758778095	20.0	9	heartbeat	0.0	synchronous	n/a
348.98736670799553	10.956001709628975	10	baseline	0.05	n/a	n/a
359.9545125477016	20.0	10	heartbeat	0.05	synchronous	n/a
381.10431418195367	10.1285702027692	11	baseline	0.05	n/a	n/a
391.2433351594955	20.0	11	heartbeat	0.05	delayed	n/a
412.4547274596989	10.250824458108447	12	baseline	0.05	n/a	n/a
422.71600243262947	20.0	12	heartbeat	0.05	delayed	n/a
443.52164461649954	10.864797587016586	13	baseline	0.0	n/a	n/a
454.39756481163204	20.0	13	heartbeat	0.0	synchronous	n/a
475.65518999285996	10.830983318889112	14	baseline	0.05	n/a	n/a
486.4971674438566	20.0	14	heartbeat	0.05	delayed	n/a
509.3555723335594	10.692743367965152	15	baseline	0.0	n/a	n/a
520.0592296607792	20.0	15	heartbeat	0.0	delayed	n/a
542.8890782054514	10.566916838879365	16	baseline	0.05	n/a	n/a
553.4668426122516	20.0	16	heartbeat	0.05	delayed	n/a
574.622810812667	10.845074792797902	17	baseline	0.05	n/a	n/a
585.4789594132453	20.0	17	heartbeat	0.05	synchronous	n/a
606.7394146192819	10.399305769217573	18	baseline	0.05	n/a	n/a
617.1494418717921	20.0	18	heartbeat	0.05	synchronous	n/a
638.4729855898768	10.420378795729262	19	baseline	0.05	n/a	n/a
648.9041672181338	20.0	19	heartbeat	0.05	delayed	n/a
669.7899287156761	10.280075962630159	20	baseline	0.0	n/a	n/a
680.0805383734405	20.0	20	heartbeat	0.0	synchronous	n/a
701.2566917538643	10.781117588817471	21	baseline	0.05	n/a	n/a
712.0487611889839	20.0	21	heartbeat	0.05	synchronous	n/a
732.9904334377497	10.366346915432077	22	baseline	0.0	n/a	n/a
743.3673529606313	20.0	22	heartbeat	0.0	delayed	n/a
764.3237165138125	10.693933080657365	23	baseline	0.05	n/a	n/a
775.0286039765924	20.0	23	heartbeat	0.05	synchronous	n/a
796.1908548101783	10.330268836669315	24	baseline	0.05	n/a	n/a
806.5317379534245	20.0	24	heartbeat	0.05	synchronous	n/a
827.9908244609833	10.160721233232008	25	baseline	0.05	n/a	n/a
838.1620058026165	20.0	25	heartbeat	0.05	delayed	n/a
859.1411425992846	10.491598917604904	26	baseline	0.05	n/a	n/a
869.6435036268085	20.0	26	heartbeat	0.05	delayed	n/a
890.5914215520024	10.697736216476786	27	baseline	0.05	n/a	n/a
901.3000600952655	20.0	27	heartbeat	0.05	synchronous	n/a
922.2751625031233	10.851833935982159	28	baseline	0.0	n/a	n/a
933.1380777992308	20.0	28	heartbeat	0.0	synchronous	n/a
954.3585745822638	10.05004697035407	29	baseline	0.05	n/a	n/a
964.4188965782523	20.0	29	heartbeat	0.05	synchronous	n/a
985.625568350777	10.235798804812532	30	baseline	0.0	n/a	n/a
995.8719213716686	20.0	30	heartbeat	0.0	delayed	n/a
1017.1257029846311	10.903171810914861	31	baseline	0.0	n/a	n/a
1028.0400393642485	20.0	31	heartbeat	0.0	synchronous	n/a
1049.7927886396646	10.160242830374768	32	baseline	0.0	n/a	n/a
