onset	duration	trial	event	delay	response
2113.8415	20.019999999999982	48	heartbeat	0.05	synchronous
2233.342	10.373499999999694	49	baseline	0.0	n/a
2243.7155	20.019999999999982	49	heartbeat	0.0	delayed
2276.625	10.797999999999774	50	baseline	0.05	n/a
2287.423	20.020000000000437	50	heartbeat	0.05	synchronous
2326.3575	10.953500000000076	51	baseline	0.05	n/a
2337.311	20.019999999999982	51	heartbeat	0.05	synchronous
2382.7905	10.62649999999985	52	baseline	0.0	n/a
2393.417	20.019999999999982	52	heartbeat	0.0	delayed
2436.6735	10.021000000000186	53	baseline	0.05	n/a
2446.6945	20.019999999999982	53	heartbeat	0.05	delayed
2483.5065	10.233000000000175	54	baseline	0.05	n/a
2493.7395	20.01949999999988	54	heartbeat	0.05	synchronous
2535.689	10.843000000000302	55	baseline	0.05	n/a
2546.532	20.019999999999982	55	heartbeat	0.05	synchronous
2590.2885	10.73700000000008	56	baseline	0.05	n/a
2601.0255	20.019999999999982	56	heartbeat	0.05	delayed
2643.5215	10.695000000000164	57	baseline	0.0	n/a
2654.2165	20.019999999999982	57	heartbeat	0.0	synchronous
2693.9545	10.31899999999996	58	baseline	0.0	n/a
2704.2735	20.020000000000437	58	heartbeat	0.0	synchronous
2735.304	10.597999999999956	59	baseline	0.0	n/a
2745.902	20.019999999999982	59	heartbeat	0.0	synchronous
2773.8535	10.335000000000036	60	baseline	0.05	n/a
2784.1885	20.019999999999982	60	heartbeat	0.05	delayed
2805.1035	10.384499999999662	61	baseline	0.0	n/a
2815.488	20.019999999999982	61	heartbeat	0.0	delayed
3114.017	10.620000000000346	62	baseline	0.05	n/a
3124.637	20.019999999999982	62	heartbeat	0.05	synchronous
3145.65	10.570999999999913	63	baseline	0.05	n/a
3156.221	20.01949999999988	63	heartbeat	0.05	delayed
3180.1995	10.954999999999927	64	baseline	0.0	n/a
3191.1545	20.019999999999982	64	heartbeat	0.0	delayed
3243.466	10.05749999999989	65	baseline	0.05	n/a
3253.5235	20.020000000000437	65	heartbeat	0.05	synchronous
3275.382	10.934999999999945	66	baseline	0.05	n/a
3286.317	20.019999999999982	66	heartbeat	0.05	delayed
3339.498	10.424999999999727	67	baseline	0.05	n/a
3349.923	20.020000000000437	67	heartbeat	0.05	delayed
3376.6975	10.49499999999989	68	baseline	0.0	n/a
3387.1925	20.019999999999982	68	heartbeat	0.0	delayed
3419.2975	10.590999999999894	69	baseline	0.05	n/a
3429.8885	20.01949999999988	69	heartbeat	0.05	synchronous
3493.613	10.391500000000178	70	baseline	0.0	n/a
3504.0045	20.019999999999982	70	heartbeat	0.0	synchronous
3526.213	10.263999999999669	71	baseline	0.0	n/a
3536.477	20.019999999999982	71	heartbeat	0.0	delayed
3577.579	10.848999999999705	72	baseline	0.05	n/a
3588.428	20.019999999999982	72	heartbeat	0.05	synchronous
3631.262	10.503499999999804	73	baseline	0.0	n/a
3641.7655	20.01949999999988	73	heartbeat	0.0	synchronous
3666.2785	10.9050000000002	74	baseline	0.0	n/a
3677.1835	20.019999999999982	74	heartbeat	0.0	delayed
3726.6275	10.223500000000058	75	baseline	0.05	n/a
3736.851	20.019999999999982	75	heartbeat	0.05	synchronous
3780.444	10.817000000000007	76	baseline	0.05	n/a
3791.261	20.019999999999982	76	heartbeat	0.05	delayed
3842.3595	10.797000000000025	77	baseline	0.05	n/a
3853.1565	20.019999999999982	77	heartbeat	0.05	synchronous
3876.7765	10.429000000000087	78	baseline	0.05	n/a
3887.2055	20.019999999999982	78	heartbeat	0.05	delayed
3920.276	10.930499999999938	79	baseline	0.05	n/a
3931.2065	20.020000000000437	79	heartbeat	0.05	synchronous
3973.8755	10.746999999999844	80	baseline	0.05	n/a
3984.6225	20.019999999999982	80	heartbeat	0.05	synchronous
4012.775	10.444500000000062	81	baseline	0.0	n/a
4023.2195	20.019999999999982	81	heartbeat	0.0	synchronous
4046.508	11.008500000000367	82	baseline	0.0	n/a
4057.5165	20.019999999999982	82	heartbeat	0.0	delayed
4080.891	10.326500000000124	83	baseline	0.05	n/a
4091.2175	20.019999999999982	83	heartbeat	0.05	delayed
4134.057	10.743000000000393	84	baseline	0.0	n/a
4144.8	20.019499999999425	84	heartbeat	0.0	delayed
4165.8065	10.05450000000019	85	baseline	0.05	n/a
4175.861	20.020000000000437	85	heartbeat	0.05	delayed
4198.673	10.626500000000306	86	baseline	0.0	n/a
4209.2995	20.019999999999527	86	heartbeat	0.0	synchronous
4230.356	10.581500000000233	87	baseline	0.0	n/a
4240.9375	20.020000000000437	87	heartbeat	0.0	delayed
4278.522	10.216500000000451	88	baseline	0.05	n/a
4288.7385	20.019999999999527	88	heartbeat	0.05	synchronous
4322.872	10.586499999999432	89	baseline	0.0	n/a
4333.4585	20.020000000000437	89	heartbeat	0.0	synchronous
4368.988	10.38299999999981	90	baseline	0.0	n/a
4379.371	20.019999999999527	90	heartbeat	0.0	delayed
4400.2375	10.293499999999767	91	baseline	0.05	n/a
4410.531	20.011000000000422	91	heartbeat	0.05	delayed
4449.7705	10.611499999999978	92	baseline	0.0	n/a
4460.382	20.020000000000437	92	heartbeat	0.0	synchronous
4481.587	10.996499999999287	93	baseline	0.0	n/a
4492.5835	20.019500000000335	93	heartbeat	0.0	delayed
4564.753	10.249499999999898	94	baseline	0.0	n/a
4575.0025	20.00300000000061	94	heartbeat	0.0	synchronous
4596.336	10.55199999999968	95	baseline	0.05	n/a
4606.888	20.01600000000053	95	heartbeat	0.05	delayed
4630.5355	10.739999999999782	96	baseline	0.05	n/a
4641.2755	20.019500000000335	96	heartbeat	0.05	delayed
4663.6185	10.6850000000004	97	baseline	0.05	n/a
4674.3035	20.020000000000437	97	heartbeat	0.05	synchronous
4696.2015	10.954499999999825	98	baseline	0.0	n/a
4707.156	20.020000000000437	98	heartbeat	0.0	synchronous
4731.3845	10.516499999999724	99	baseline	0.05	n/a
4741.901	20.020000000000437	99	heartbeat	0.05	delayed
4770.3845	10.845499999999447	100	baseline	0.0	n/a
4781.23	20.020000000000437	100	heartbeat	0.0	synchronous
4824.3335	10.954999999999927	101	baseline	0.0	n/a
4835.2885	20.019500000000335	101	heartbeat	0.0	delayed
4873.45	10.170000000000073	102	baseline	0.0	n/a
4883.62	20.020000000000437	102	heartbeat	0.0	delayed
4909.0995	10.32299999999941	103	baseline	0.05	n/a
4919.4225	20.020000000000437	103	heartbeat	0.05	delayed
4971.3155	10.850000000000364	104	baseline	0.05	n/a
4982.1655	20.019500000000335	104	heartbeat	0.05	synchronous
5003.215	10.648999999999432	105	baseline	0.05	n/a
5013.864	20.020000000000437	105	heartbeat	0.05	synchronous
5041.498	10.993500000000495	106	baseline	0.05	n/a
5052.4915	20.019999999999527	106	heartbeat	0.05	delayed
5073.548	10.65900000000056	107	baseline	0.0	n/a
5084.207	20.019999999999527	107	heartbeat	0.0	delayed
5110.4805	10.867500000000291	108	baseline	0.05	n/a
5121.348	20.019500000000335	108	heartbeat	0.05	synchronous
5142.247	10.55449999999928	109	baseline	0.05	n/a
5152.8015	20.020000000000437	109	heartbeat	0.05	synchronous
5173.8635	10.940999999999804	110	baseline	0.0	n/a
5184.8045	20.019999999999527	110	heartbeat	0.0	delayed
5208.78	10.16400000000067	111	baseline	0.0	n/a
5218.944	20.019499999999425	111	heartbeat	0.0	delayed
5241.013	10.124499999999898	112	baseline	0.0	n/a
5251.1375	20.019500000000335	112	heartbeat	0.0	synchronous
5289.9455	10.081000000000131	113	baseline	0.0	n/a
5300.0265	20.019500000000335	113	heartbeat	0.0	synchronous
5321.212	10.738499999999476	114	baseline	0.0	n/a
5331.9505	20.020000000000437	114	heartbeat	0.0	delayed
5363.3615	10.71349999999984	115	baseline	0.0	n/a
5374.075	20.019500000000335	115	heartbeat	0.0	delayed
5396.5615	10.18249999999989	116	baseline	0.0	n/a
5406.744	20.020000000000437	116	heartbeat	0.0	synchronous
5434.844	10.885999999999513	117	baseline	0.05	n/a
5445.73	20.020000000000437	117	heartbeat	0.05	delayed
5467.0605	10.941500000000815	118	baseline	0.0	n/a
5478.002	20.019999999999527	118	heartbeat	0.0	synchronous
5499.227	10.967499999999745	119	baseline	0.0	n/a
5510.1945	20.020000000000437	119	heartbeat	0.0	synchronous
5531.4765	10.86450000000059	120	baseline	0.05	n/a
5542.341	20.019999999999527	120	heartbeat	0.05	synchronous
5617.0925	10.643500000000131	121	baseline	0.05	n/a
5627.736	20.019500000000335	121	heartbeat	0.05	synchronous
5648.942	10.836500000000342	122	baseline	0.05	n/a
5659.7785	20.019499999999425	122	heartbeat	0.05	synchronous
5681.0585	10.693500000000313	123	baseline	0.0	n/a
5691.752	20.019499999999425	123	heartbeat	0.0	delayed
5715.6915	10.796000000000276	124	baseline	0.05	n/a
5726.4875	20.019999999999527	124	heartbeat	0.05	synchronous
5752.291	10.863000000000284	125	baseline	0.05	n/a
5763.154	20.019499999999425	125	heartbeat	0.05	delayed
5788.7075	10.015999999999622	126	baseline	0.0	n/a
5798.7235	20.019999999999527	126	heartbeat	0.0	synchronous
5843.94	10.07300000000032	127	baseline	0.05	n/a
5854.013	20.019500000000335	127	heartbeat	0.05	synchronous
5875.0895	10.670500000000175	128	baseline	0.05	n/a
5885.76	20.01800000000003	128	heartbeat	0.05	synchronous
5924.2225	10.395000000000437	129	baseline	0.0	n/a
5934.6175	20.019999999999527	129	heartbeat	0.0	synchronous
5957.1555	10.463999999999942	130	baseline	0.05	n/a
5967.6195	20.020000000000437	130	heartbeat	0.05	synchronous
5988.655	10.657500000000255	131	baseline	0.0	n/a
5999.3125	20.020000000000437	131	heartbeat	0.0	delayed
6020.8385	10.153000000000247	132	baseline	0.05	n/a
6030.9915	20.019500000000335	132	heartbeat	0.05	delayed
6052.2045	10.986499999999978	133	baseline	0.0	n/a
6063.191	20.019500000000335	133	heartbeat	0.0	synchronous
6084.321	10.979500000000371	134	baseline	0.0	n/a
6095.3005	20.019999999999527	134	heartbeat	0.0	synchronous
6122.354	10.558999999999287	135	baseline	0.0	n/a
6132.913	20.020000000000437	135	heartbeat	0.0	delayed
6155.3205	10.13799999999992	136	baseline	0.05	n/a
6165.4585	20.019500000000335	136	heartbeat	0.05	delayed
6197.3865	10.869500000000698	137	baseline	0.0	n/a
6208.256	20.019999999999527	137	heartbeat	0.0	delayed
6229.503	10.58350000000064	138	baseline	0.0	n/a
6240.0865	20.019999999999527	138	heartbeat	0.0	synchronous
6261.0195	10.42699999999968	139	baseline	0.05	n/a
6271.4465	20.020000000000437	139	heartbeat	0.05	synchronous
6292.6355	10.678499999999985	140	baseline	0.0	n/a
6303.314	20.019999999999527	140	heartbeat	0.0	delayed
6324.3855	10.746999999999389	141	baseline	0.05	n/a
6335.1325	20.020000000000437	141	heartbeat	0.05	delayed
6356.4185	10.032500000000255	142	baseline	0.05	n/a
6366.451	20.019500000000335	142	heartbeat	0.05	delayed
6388.0845	10.423999999999978	143	baseline	0.0	n/a
6398.5085	20.020000000000437	143	heartbeat	0.0	synchronous
6419.8845	10.803499999999985	144	baseline	0.05	n/a
6430.688	20.019999999999527	144	heartbeat	0.05	synchronous
6452.434	10.611499999999978	145	baseline	0.0	n/a
6463.0455	20.019499999999425	145	heartbeat	0.0	delayed
6484.267	10.811499999999796	146	baseline	0.0	n/a
6495.0785	20.020000000000437	146	heartbeat	0.0	synchronous
6521.6665	11.000999999999294	147	baseline	0.0	n/a
6532.6675	20.020000000000437	147	heartbeat	0.0	delayed
6563.8495	10.648000000000138	148	baseline	0.05	n/a
6574.4975	20.019999999999527	148	heartbeat	0.05	synchronous
6606.899	10.092499999999745	149	baseline	0.05	n/a
6616.9915	20.019500000000335	149	heartbeat	0.05	synchronous
6638.049	10.015000000000327	150	baseline	0.05	n/a
6648.064	20.019499999999425	150	heartbeat	0.05	delayed
6669.482	10.5024999999996	151	baseline	0.05	n/a
6679.9845	20.019500000000335	151	heartbeat	0.05	synchronous
6701.7645	10.22899999999936	152	baseline	0.0	n/a
6711.9935	20.020000000000437	152	heartbeat	0.0	synchronous
6734.3815	10.945999999999913	153	baseline	0.05	n/a
6745.3275	20.019999999999527	153	heartbeat	0.05	delayed
6769.581	10.594500000000153	154	baseline	0.05	n/a
6780.1755	20.019499999999425	154	heartbeat	0.05	delayed
6801.9805	10.321500000000015	155	baseline	0.0	n/a
6812.302	20.020000000000437	155	heartbeat	0.0	delayed
6835.397	10.14850000000024	156	baseline	0.0	n/a
6845.5455	20.019999999999527	156	heartbeat	0.0	synchronous
6866.63	10.26549999999952	157	baseline	0.0	n/a
6876.8955	20.020000000000437	157	heartbeat	0.0	delayed
6903.2295	10.977499999999964	158	baseline	0.05	n/a
6914.207	20.019999999999527	158	heartbeat	0.05	delayed
6935.5955	10.820999999999913	159	baseline	0.05	n/a
6946.4165	20.019999999999527	159	heartbeat	0.05	synchronous
6972.262	10.565500000000611	160	baseline	0.0	n/a
6982.8275	20.019999999999527	160	heartbeat	0.0	synchronous
